filename,label,eco_score
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard193.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard194.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard195.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard196.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard197.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard198.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard199.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard2.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard20.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard200.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard201.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard202.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard203.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard204.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard205.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard206.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard207.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard208.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard209.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard21.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard210.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard211.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard212.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard213.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard214.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard215.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard216.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard217.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard218.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard219.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard22.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard220.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard221.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard222.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard223.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard224.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard225.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard226.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard227.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard228.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard229.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard23.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard230.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard231.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard232.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard233.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard234.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard235.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard236.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard237.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard238.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard239.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard24.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard240.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard241.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard242.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard243.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard244.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard245.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard246.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard247.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard248.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard249.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard25.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard250.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard251.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard252.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard253.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard254.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard255.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard256.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard257.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard258.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard259.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard26.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard260.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard261.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard262.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard263.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard264.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard265.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard266.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard267.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard268.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard269.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard27.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard270.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard271.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard272.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard273.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard274.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard275.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard276.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard277.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard278.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard279.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard28.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard280.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard281.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard282.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard283.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard284.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard285.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard286.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard287.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard288.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard289.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard29.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard290.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard291.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard292.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard293.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard294.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard295.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard296.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard297.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard298.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard299.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard3.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard30.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard300.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard301.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard302.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard303.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard304.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard305.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard306.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard307.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard308.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard309.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard31.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard310.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard311.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard312.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard313.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard314.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard315.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard316.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard317.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard318.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard319.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard32.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard320.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard321.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard322.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard323.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard324.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard325.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard326.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard327.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard328.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard329.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard33.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard330.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard331.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard332.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard333.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard334.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard335.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard336.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard337.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard338.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard339.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard34.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard340.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard341.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard342.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard343.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard344.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard345.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard346.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard347.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard348.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard349.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard35.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard350.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard351.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard352.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard353.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard354.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard355.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard356.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard357.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard358.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard359.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard36.jpg,cardboard,7
C:\Users\chand\garbage cleaner\images\Garbage classification\cardboard\cardboard360.jpg,cardboard,7
